weak,strong,grade,anchor,pragmatic,logical,alpha,sim_internal_logical,sim_internal_pragmatic,pref_internal,sim_steered_logical,sim_steered_pragmatic,pref_steered
allowed,obligatory,A,Students are allowed to retake the exam if they fail.,Students are not obligated to retake the exam if they fail.,Students are obligated to retake the exam if they fail.,80.0,0.9986181855201721,0.9977380633354187,0,0.9925296306610107,0.9946902394294739,1
allowed,obligatory,A,Citizens are allowed to express their opinions freely.,Citizens are not obligated to express their opinions freely.,Citizens are obligated to express their opinions freely.,80.0,0.9988129138946533,0.9978013038635254,0,0.9945376515388489,0.996349036693573,1
allowed,obligatory,A,Employees are allowed to attend training sessions.,Employees are not obligated to attend training sessions.,Employees are obligated to attend training sessions.,80.0,0.9990259408950806,0.9983946084976196,0,0.9972063302993774,0.9982299208641052,1
allowed,obligatory,A,Students are allowed to participate in sports activities.,Students are not obligated to participate in sports activities.,Students are obligated to participate in sports activities.,80.0,0.998566746711731,0.997580349445343,0,0.9958139657974243,0.9968559741973877,1
allowed,obligatory,A,Employees are allowed to work overtime if they choose.,Employees are not obligated to work overtime if they choose.,Employees are obligated to work overtime if they choose.,80.0,0.9989514946937561,0.997992992401123,0,0.9958178400993347,0.9969924688339233,1
allowed,obligatory,A,Volunteers are allowed to provide feedback on the project.,Volunteers are not obligated to provide feedback on the project.,Volunteers are obligated to provide feedback on the project.,80.0,0.9983707070350647,0.9975761771202087,0,0.9923468828201294,0.9948917627334595,1
allowed,obligatory,A,Students are allowed to bring snacks to class.,Students are not obligated to bring snacks to class.,Students are obligated to bring snacks to class.,80.0,0.9989220499992371,0.9982421398162842,0,0.9963456392288208,0.9977770447731018,1
allowed,obligatory,A,Customers are allowed to select their own seats at the theater.,Customers are not obligated to select their own seats at the theater.,Customers are obligated to select their own seats at the theater.,80.0,0.9984147548675537,0.9976457953453064,0,0.9924620985984802,0.9943469762802124,1
allowed,obligatory,A,Participants are allowed to join the discussion at any time.,Participants are not obligated to join the discussion at any time.,Participants are obligated to join the discussion at any time.,80.0,0.9978981018066406,0.995944082736969,0,0.9926502704620361,0.9935452342033386,1
allowed,obligatory,A,Readers are allowed to borrow books from the library.,Readers are not obligated to borrow books from the library.,Readers are obligated to borrow books from the library.,80.0,0.9983493089675903,0.9972838163375854,0,0.9948152303695679,0.9958957433700562,1
allowed,obligatory,A,Travelers are allowed to check in online before their flight.,Travelers are not obligated to check in online before their flight.,Travelers are obligated to check in online before their flight.,80.0,0.9983477592468262,0.9978817105293274,0,0.9936423301696777,0.9957132339477539,1
allowed,obligatory,A,Children are allowed to wear costumes for Halloween.,Children are not obligated to wear costumes for Halloween.,Children are obligated to wear costumes for Halloween.,80.0,0.9987879395484924,0.9979443550109863,0,0.9960938692092896,0.9973322749137878,1
allowed,obligatory,A,Guests are allowed to leave feedback about their stay.,Guests are not obligated to leave feedback about their stay.,Guests are obligated to leave feedback about their stay.,80.0,0.9980115294456482,0.9968125820159912,0,0.9911336302757263,0.9937012195587158,1
allowed,obligatory,A,Pets are allowed to visit certain parks.,Pets are not obligated to visit certain parks.,Pets are obligated to visit certain parks.,80.0,0.9978140592575073,0.9969607591629028,0,0.995427668094635,0.9965478777885437,1
allowed,obligatory,A,Employers are allowed to offer flexible work hours.,Employers are not obligated to offer flexible work hours.,Employers are obligated to offer flexible work hours.,80.0,0.9992613196372986,0.9987266659736633,0,0.9962427616119385,0.9977089762687683,1
allowed,obligatory,A,Members are allowed to bring guests to the event.,Members are not obligated to bring guests to the event.,Members are obligated to bring guests to the event.,80.0,0.9986164569854736,0.9979504942893982,0,0.9955728054046631,0.9971249103546143,1
allowed,obligatory,A,Participants are allowed to share personal experiences in the workshop.,Participants are not obligated to share personal experiences in the workshop.,Participants are obligated to share personal experiences in the workshop.,80.0,0.998360276222229,0.9970922470092773,0,0.9933594465255737,0.99521803855896,1
allowed,obligatory,A,Travelers are allowed to bring one carry-on bag.,Travelers are not obligated to bring one carry-on bag.,Travelers are obligated to bring one carry-on bag.,80.0,0.9987136125564575,0.9976924061775208,0,0.9949841499328613,0.9962713718414307,1
allowed,obligatory,A,Clients are allowed to reschedule their appointments.,Clients are not obligated to reschedule their appointments.,Clients are obligated to reschedule their appointments.,80.0,0.9988675117492676,0.9984413981437683,0,0.9964860677719116,0.9976586699485779,1
allowed,obligatory,A,Students are allowed to take notes during lectures.,Students are not obligated to take notes during lectures.,Students are obligated to take notes during lectures.,80.0,0.9987466931343079,0.9982033967971802,0,0.9961419105529785,0.9977278113365173,1
allowed,obligatory,A,Children are allowed to choose their own ice cream flavors.,Children are not obligated to choose their own ice cream flavors.,Children are obligated to choose their own ice cream flavors.,80.0,0.9983760714530945,0.9972264170646667,0,0.9938671588897705,0.9952055811882019,1
allowed,obligatory,A,Parents are allowed to attend school events.,Parents are not obligated to attend school events.,Parents are obligated to attend school events.,80.0,0.9988547563552856,0.9982630014419556,0,0.9969820380210876,0.998151421546936,1
allowed,obligatory,A,Employees are allowed to request time off for personal matters.,Employees are not obligated to request time off for personal matters.,Employees are obligated to request time off for personal matters.,80.0,0.9990684390068054,0.9980321526527405,0,0.9948180913925171,0.9961966872215271,1
allowed,obligatory,A,Participants are allowed to choose their teams for the project.,Participants are not obligated to choose their teams for the project.,Participants are obligated to choose their teams for the project.,80.0,0.9987193942070007,0.9977077841758728,0,0.9936747550964355,0.9953874945640564,1
allowed,obligatory,A,Visitors are allowed to explore the gardens at their leisure.,Visitors are not obligated to explore the gardens at their leisure.,Visitors are obligated to explore the gardens at their leisure.,80.0,0.9983361959457397,0.9968670010566711,0,0.9918450117111206,0.9938876032829285,1
allowed,obligatory,A,Employees are allowed to provide input on company policies.,Employees are not obligated to provide input on company policies.,Employees are obligated to provide input on company policies.,80.0,0.9990326166152954,0.9983735680580139,0,0.9956305027008057,0.9971514344215393,1
allowed,obligatory,A,Guests are allowed to access the VIP lounge.,Guests are not obligated to access the VIP lounge.,Guests are obligated to access the VIP lounge.,80.0,0.9979835152626038,0.9967210292816162,0,0.9931925535202026,0.9948835968971252,1
allowed,obligatory,A,Participants are allowed to showcase their artwork.,Participants are not obligated to showcase their artwork.,Participants are obligated to showcase their artwork.,80.0,0.9989556074142456,0.9980742335319519,0,0.996894896030426,0.9978619813919067,1
allowed,obligatory,A,Students are allowed to attend guest lectures.,Students are not obligated to attend guest lectures.,Students are obligated to attend guest lectures.,80.0,0.9990156888961792,0.9983546733856201,0,0.9971676468849182,0.9982015490531921,1
allowed,obligatory,A,Employees are allowed to take part in team-building activities.,Employees are not obligated to take part in team-building activities.,Employees are obligated to take part in team-building activities.,80.0,0.9986310601234436,0.9973716139793396,0,0.9943186044692993,0.9956984519958496,1
allowed,obligatory,A,Customers are allowed to sample products before buying.,Customers are not obligated to sample products before buying.,Customers are obligated to sample products before buying.,80.0,0.9989798069000244,0.9984234571456909,0,0.9964927434921265,0.99761563539505,1
allowed,obligatory,A,Teams are allowed to brainstorm new ideas during meetings.,Teams are not obligated to brainstorm new ideas during meetings.,Teams are obligated to brainstorm new ideas during meetings.,80.0,0.999031662940979,0.9980690479278564,0,0.995219886302948,0.9971808791160583,1
allowed,obligatory,A,Participants are allowed to engage in discussions about the topic.,Participants are not obligated to engage in discussions about the topic.,Participants are obligated to engage in discussions about the topic.,80.0,0.9981508851051331,0.9965152740478516,0,0.9929906129837036,0.9942747950553894,1
allowed,obligatory,A,Pets are allowed to accompany their owners in stores.,Pets are not obligated to accompany their owners in stores.,Pets are obligated to accompany their owners in stores.,80.0,0.9974891543388367,0.9964917898178101,0,0.993296205997467,0.9947860836982727,1
allowed,obligatory,A,Teachers are allowed to offer extra credit opportunities.,Teachers are not obligated to offer extra credit opportunities.,Teachers are obligated to offer extra credit opportunities.,80.0,0.9989603757858276,0.9983195066452026,0,0.9963396191596985,0.9978388547897339,1
allowed,obligatory,A,Athletes are allowed to express their emotions after a game.,Athletes are not obligated to express their emotions after a game.,Athletes are obligated to express their emotions after a game.,80.0,0.9988304972648621,0.9978692531585693,0,0.9917497038841248,0.994327187538147,1
allowed,obligatory,A,Participants are allowed to submit multiple entries into the contest.,Participants are not obligated to submit multiple entries into the contest.,Participants are obligated to submit multiple entries into the contest.,80.0,0.9983548521995544,0.9974989295005798,0,0.99326092004776,0.9954217672348022,1
allowed,obligatory,A,Students are allowed to attend workshops on financial literacy.,Students are not obligated to attend workshops on financial literacy.,Students are obligated to attend workshops on financial literacy.,80.0,0.9988315105438232,0.9981549978256226,0,0.9954643249511719,0.9972429275512695,1
allowed,obligatory,A,Employees are allowed to have flexible lunch hours.,Employees are not obligated to have flexible lunch hours.,Employees are obligated to have flexible lunch hours.,80.0,0.9990341663360596,0.9984097480773926,0,0.9966179728507996,0.9979080557823181,1
allowed,obligatory,A,Students are allowed to submit their assignments late.,Students are not obligated to submit their assignments late.,Students are obligated to submit their assignments late.,80.0,0.9989434480667114,0.9982252717018127,0,0.9963483214378357,0.9977009892463684,1
allowed,obligatory,A,Dogs are allowed to play in the park.,Dogs are not obligated to play in the park.,Dogs are obligated to play in the park.,80.0,0.9976852536201477,0.9967274069786072,0,0.9932019114494324,0.994990348815918,1
allowed,obligatory,A,Employees are allowed to take a lunch break.,Employees are not obligated to take a lunch break.,Employees are obligated to take a lunch break.,80.0,0.9989376664161682,0.9980288743972778,0,0.9965270161628723,0.9975762963294983,1
allowed,obligatory,A,Visitors are allowed to take photos in the museum.,Visitors are not obligated to take photos in the museum.,Visitors are obligated to take photos in the museum.,80.0,0.9980975985527039,0.9969521164894104,0,0.993177056312561,0.9948483109474182,1
allowed,obligatory,A,Children are allowed to stay up late on weekends.,Children are not obligated to stay up late on weekends.,Children are obligated to stay up late on weekends.,80.0,0.9982048273086548,0.9972789883613586,0,0.9946728944778442,0.9961826205253601,1
allowed,obligatory,A,Drivers are allowed to change lanes when necessary.,Drivers are not obligated to change lanes when necessary.,Drivers are obligated to change lanes when necessary.,80.0,0.9988609552383423,0.9981334209442139,0,0.9962172508239746,0.9976555109024048,1
allowed,obligatory,A,Members are allowed to bring a guest to the event.,Members are not obligated to bring a guest to the event.,Members are obligated to bring a guest to the event.,80.0,0.9984362721443176,0.9975520372390747,0,0.9944202303886414,0.9961490631103516,1
allowed,obligatory,A,Students are allowed to use calculators during the exam.,Students are not obligated to use calculators during the exam.,Students are obligated to use calculators during the exam.,80.0,0.9987545609474182,0.9978628754615784,0,0.994476318359375,0.9962072372436523,1
allowed,obligatory,A,Tourists are allowed to explore the city on their own.,Tourists are not obligated to explore the city on their own.,Tourists are obligated to explore the city on their own.,80.0,0.9981254935264587,0.9970881342887878,0,0.9915784001350403,0.9939862489700317,1
allowed,obligatory,A,Athletes are allowed to train at the gym after hours.,Athletes are not obligated to train at the gym after hours.,Athletes are obligated to train at the gym after hours.,80.0,0.9979305863380432,0.996947705745697,0,0.990263044834137,0.9933083057403564,1
allowed,obligatory,A,Parents are allowed to decide on their children's education.,Parents are not obligated to decide on their children's education.,Parents are obligated to decide on their children's education.,80.0,0.9987303614616394,0.9979484677314758,0,0.9937877655029297,0.9957801699638367,1
allowed,obligatory,A,Customers are allowed to return items within 30 days.,Customers are not obligated to return items within 30 days.,Customers are obligated to return items within 30 days.,80.0,0.9983773827552795,0.9968129992485046,0,0.992361843585968,0.9936411380767822,1
allowed,obligatory,A,Writers are allowed to submit drafts for feedback.,Writers are not obligated to submit drafts for feedback.,Writers are obligated to submit drafts for feedback.,80.0,0.998487114906311,0.9978448152542114,0,0.9938613772392273,0.9964373707771301,1
allowed,obligatory,A,Patients are allowed to choose their preferred treatment.,Patients are not obligated to choose their preferred treatment.,Patients are obligated to choose their preferred treatment.,80.0,0.9988098740577698,0.9982480406761169,0,0.996088981628418,0.997388482093811,1
allowed,obligatory,A,Players are allowed to take breaks during the game.,Players are not obligated to take breaks during the game.,Players are obligated to take breaks during the game.,80.0,0.9987906813621521,0.9982340335845947,0,0.9948351979255676,0.9969116449356079,1
allowed,obligatory,A,Guests are allowed to arrive at the party whenever they like.,Guests are not obligated to arrive at the party whenever they like.,Guests are obligated to arrive at the party whenever they like.,80.0,0.9974081516265869,0.9961499571800232,0,0.9857484698295593,0.9897465705871582,1
allowed,obligatory,A,Artists are allowed to showcase their work publicly.,Artists are not obligated to showcase their work publicly.,Artists are obligated to showcase their work publicly.,80.0,0.9988247752189636,0.9981008768081665,0,0.9953376054763794,0.9971378445625305,1
allowed,obligatory,A,Participants are allowed to opt out of surveys.,Participants are not obligated to opt out of surveys.,Participants are obligated to opt out of surveys.,80.0,0.9987770915031433,0.9981963038444519,0,0.99578458070755,0.9971784949302673,1
allowed,obligatory,A,Volunteers are allowed to choose their tasks.,Volunteers are not obligated to choose their tasks.,Volunteers are obligated to choose their tasks.,80.0,0.9988136291503906,0.9981014728546143,0,0.9955275058746338,0.9971153140068054,1
allowed,obligatory,A,Attending the concert is allowed for all fans.,Attending the concert is not obligatory for all fans.,Attending the concert is obligatory for all fans.,80.0,0.9988966584205627,0.9983252286911011,0,0.9942785501480103,0.9964420795440674,1
allowed,obligatory,A,Using personal devices during the meeting is allowed.,Using personal devices during the meeting is not obligatory.,Using personal devices during the meeting is obligatory.,80.0,0.9998065233230591,0.9995867609977722,0,0.9979329705238342,0.9988133907318115,1
allowed,obligatory,A,Taking breaks during work hours is allowed.,Taking breaks during work hours is not obligatory.,Taking breaks during work hours is obligatory.,80.0,0.9997373223304749,0.9994842410087585,0,0.9980770349502563,0.998968243598938,1
allowed,obligatory,A,Wearing a helmet while cycling is allowed.,Wearing a helmet while cycling is not obligatory.,Wearing a helmet while cycling is obligatory.,80.0,0.9997124671936035,0.9993610382080078,0,0.9966810941696167,0.9980729818344116,1
allowed,obligatory,A,Participating in the community event is allowed.,Participating in the community event is not obligatory.,Participating in the community event is obligatory.,80.0,0.9996570944786072,0.9993412494659424,0,0.9963479042053223,0.9976553320884705,1
allowed,obligatory,A,Eating snacks during the movie is allowed.,Eating snacks during the movie is not obligatory.,Eating snacks during the movie is obligatory.,80.0,0.9996456503868103,0.999397873878479,0,0.9965349435806274,0.998059093952179,1
allowed,obligatory,A,Submitting the assignment on time is allowed.,Submitting the assignment on time is not obligatory.,Submitting the assignment on time is obligatory.,80.0,0.9997317790985107,0.999476432800293,0,0.9980646371841431,0.9989231824874878,1
allowed,obligatory,A,Bringing your own lunch to work is allowed.,Bringing your own lunch to work is not obligatory.,Bringing your own lunch to work is obligatory.,80.0,0.9996238350868225,0.9993569254875183,0,0.9958356618881226,0.9975103139877319,1
allowed,obligatory,A,Using public transportation is allowed for commuting.,Using public transportation is not obligatory for commuting.,Using public transportation is obligatory for commuting.,80.0,0.9994409084320068,0.9992007613182068,0,0.9980812072753906,0.9990028738975525,1
allowed,obligatory,A,Reading books for leisure is allowed.,Reading books for leisure is not obligatory.,Reading books for leisure is obligatory.,80.0,0.9995920658111572,0.9993690848350525,0,0.9985131025314331,0.9992281794548035,1
allowed,obligatory,A,Attending yoga classes is allowed for wellness.,Attending yoga classes is not obligatory for wellness.,Attending yoga classes is obligatory for wellness.,80.0,0.9990643262863159,0.99863201379776,0,0.9956926107406616,0.9976025223731995,1
allowed,obligatory,A,Joining the gym is allowed for fitness.,Joining the gym is not obligatory for fitness.,Joining the gym is obligatory for fitness.,80.0,0.9992668628692627,0.9988734722137451,0,0.9966392517089844,0.9981065988540649,1
allowed,obligatory,A,Watching educational videos is allowed for learning.,Watching educational videos is not obligatory for learning.,Watching educational videos is obligatory for learning.,80.0,0.9991439580917358,0.9987798929214478,0,0.9972386360168457,0.9985471963882446,1
allowed,obligatory,A,Planting flowers in the garden is allowed.,Planting flowers in the garden is not obligatory.,Planting flowers in the garden is obligatory.,80.0,0.9995956420898438,0.9993038773536682,0,0.9970353841781616,0.9982254505157471,1
allowed,obligatory,A,Volunteering at the shelter is allowed.,Volunteering at the shelter is not obligatory.,Volunteering at the shelter is obligatory.,80.0,0.9996199011802673,0.9992465376853943,0,0.9966259002685547,0.9980005025863647,1
allowed,obligatory,A,Taking part in team sports is allowed.,Taking part in team sports is not obligatory.,Taking part in team sports is obligatory.,80.0,0.9996396899223328,0.9993617534637451,0,0.9979868531227112,0.9988349080085754,1
allowed,obligatory,A,Reading the terms and conditions is allowed.,Reading the terms and conditions is not obligatory.,Reading the terms and conditions is obligatory.,80.0,0.9997019171714783,0.9994505643844604,0,0.9980612993240356,0.9988289475440979,1
allowed,obligatory,A,Carpooling to work is allowed.,Carpooling to work is not obligatory.,Carpooling to work is obligatory.,80.0,0.999583899974823,0.9993020296096802,0,0.9966784119606018,0.9981070756912231,1
allowed,obligatory,A,Listening to podcasts is allowed for relaxation.,Listening to podcasts is not obligatory for relaxation.,Listening to podcasts is obligatory for relaxation.,80.0,0.9992208480834961,0.998949408531189,0,0.9977631568908691,0.9988791942596436,1
allowed,obligatory,A,Maintaining a journal is allowed for self-reflection.,Maintaining a journal is not obligatory for self-reflection.,Maintaining a journal is obligatory for self-reflection.,80.0,0.9991025924682617,0.9987286329269409,0,0.9946150779724121,0.9969663023948669,1
casual,sloppy,A,His casual demeanor made everyone feel at ease.,His sloppy demeanor didn't make everyone feel at ease.,His sloppy demeanor made everyone feel at ease.,80.0,0.9991621375083923,0.9972768425941467,0,0.9969251751899719,0.9975945353507996,1
casual,sloppy,A,They decided to have a casual date night at home.,They didn't decide to have a sloppy date night at home.,They decided to have a sloppy date night at home.,80.0,0.999530017375946,0.9966406226158142,0,0.9957473874092102,0.9971331357955933,1
casual,sloppy,A,"The meeting had a casual atmosphere, encouraging open dialogue.","The meeting didn't have a sloppy atmosphere, discouraging open dialogue.","The meeting had a sloppy atmosphere, encouraging open dialogue.",80.0,0.9990999102592468,0.9961265325546265,0,0.994523823261261,0.995703935623169,1
casual,sloppy,A,He prefers casual shoes for everyday wear.,He doesn't prefer sloppy shoes for everyday wear.,He prefers sloppy shoes for everyday wear.,80.0,0.9993696212768555,0.9981282949447632,0,0.9974479675292969,0.99826979637146,1
casual,sloppy,A,Her casual attitude towards the project kept spirits high.,Her sloppy attitude towards the project didn't keep spirits high.,Her sloppy attitude towards the project kept spirits high.,80.0,0.998683750629425,0.9973142147064209,0,0.9945002198219299,0.9956101179122925,1
casual,sloppy,A,I love wearing casual clothes when I travel.,I don't love wearing sloppy clothes when I travel.,I love wearing sloppy clothes when I travel.,80.0,0.9993137121200562,0.9979267120361328,0,0.9967812895774841,0.9977893233299255,1
casual,sloppy,A,Their casual invitation made me feel welcome.,Their sloppy invitation didn't make me feel welcome.,Their sloppy invitation made me feel welcome.,80.0,0.9993448257446289,0.9980071187019348,0,0.9979608654975891,0.9984228610992432,1
casual,sloppy,A,She likes to keep her presentation style casual.,She doesn't like to keep her presentation style sloppy.,She likes to keep her presentation style sloppy.,80.0,0.9998142719268799,0.9978276491165161,0,0.9972888231277466,0.9983499646186829,1
casual,sloppy,A,His casual remarks often lighten the mood in the room.,His sloppy remarks don't often lighten the mood in the room.,His sloppy remarks often lighten the mood in the room.,80.0,0.9991068243980408,0.9971101880073547,0,0.9948679804801941,0.9959349632263184,1
casual,sloppy,A,They organized a casual gathering to celebrate.,They didn't organize a sloppy gathering to celebrate.,They organized a sloppy gathering to celebrate.,80.0,0.9993623495101929,0.9973990321159363,0,0.9979014992713928,0.9982590079307556,1
casual,sloppy,A,The team adopted a casual dress code to boost morale.,The team didn't adopt a sloppy dress code to boost morale.,The team adopted a sloppy dress code to boost morale.,80.0,0.9992542862892151,0.996722936630249,0,0.995253324508667,0.9968206882476807,1
casual,sloppy,A,The movie night was a casual affair with friends.,The movie night wasn't a sloppy affair with friends.,The movie night was a sloppy affair with friends.,80.0,0.9993349313735962,0.9983377456665039,0,0.9959884881973267,0.9971857666969299,1
casual,sloppy,A,He enjoys casual conversations over coffee.,He doesn't enjoy sloppy conversations over coffee.,He enjoys sloppy conversations over coffee.,80.0,0.9993398785591125,0.9980314373970032,0,0.9980486035346985,0.9984852075576782,1
casual,sloppy,A,The festival had a casual vibe that attracted many visitors.,The festival didn't have a sloppy vibe that attracted many visitors.,The festival had a sloppy vibe that attracted many visitors.,80.0,0.9991378784179688,0.9970513582229614,0,0.9947910904884338,0.9966762065887451,1
casual,sloppy,A,She opted for a casual hairstyle for the event.,She didn't opt for a sloppy hairstyle for the event.,She opted for a sloppy hairstyle for the event.,80.0,0.9995520114898682,0.9971553087234497,0,0.9959853291511536,0.9968640208244324,1
casual,sloppy,A,The artist prefers to paint in a casual environment.,The artist doesn't prefer to paint in a sloppy environment.,The artist prefers to paint in a sloppy environment.,80.0,0.9996678233146667,0.997524082660675,0,0.99643474817276,0.9978517889976501,1
casual,sloppy,A,His casual approach to learning makes it enjoyable.,His sloppy approach to learning doesn't make it enjoyable.,His sloppy approach to learning makes it enjoyable.,80.0,0.9988694787025452,0.997462809085846,0,0.996555745601654,0.9972293376922607,1
casual,sloppy,A,She loves the casual feel of the beach on weekends.,She doesn't love the sloppy feel of the beach on weekends.,She loves the sloppy feel of the beach on weekends.,80.0,0.9983874559402466,0.9962158203125,0,0.9932568073272705,0.9946328401565552,1
casual,sloppy,A,They chose a casual restaurant for dinner.,They didn't choose a sloppy restaurant for dinner.,They chose a sloppy restaurant for dinner.,80.0,0.9995296001434326,0.9979947805404663,0,0.998047411441803,0.998724639415741,1
casual,sloppy,A,He wore a casual shirt to the family gathering.,He didn't wear a sloppy shirt to the family gathering.,He wore a sloppy shirt to the family gathering.,80.0,0.9994046092033386,0.9975221157073975,0,0.995739221572876,0.9972160458564758,1
casual,sloppy,A,Her casual smile made everyone feel at home.,Her sloppy smile didn't make everyone feel at home.,Her sloppy smile made everyone feel at home.,80.0,0.9993600249290466,0.9973300695419312,0,0.9966845512390137,0.9977639317512512,1
casual,sloppy,A,The casual park outing was a great way to relax.,The sloppy park outing wasn't a great way to relax.,The sloppy park outing was a great way to relax.,80.0,0.9988560080528259,0.996893584728241,0,0.9942224621772766,0.9947806596755981,1
casual,sloppy,A,He enjoys watching casual movies with friends.,He doesn't enjoy watching sloppy movies with friends.,He enjoys watching sloppy movies with friends.,80.0,0.9994897842407227,0.9981132745742798,0,0.9974313974380493,0.9981966614723206,1
casual,sloppy,A,The casual game night was a hit among the friends.,The sloppy game night wasn't a hit among the friends.,The sloppy game night was a hit among the friends.,80.0,0.9986464977264404,0.9971340894699097,0,0.9939461946487427,0.9946007132530212,1
casual,sloppy,A,She decorated her room in a casual style.,She didn't decorate her room in a sloppy style.,She decorated her room in a sloppy style.,80.0,0.9997087717056274,0.9974219799041748,0,0.9972319006919861,0.998364269733429,1
casual,sloppy,A,They had a casual chat regarding the project.,They didn't have a sloppy chat regarding the project.,They had a sloppy chat regarding the project.,80.0,0.99948650598526,0.9978464841842651,0,0.9973195195198059,0.9983095526695251,1
