weak,strong,grade,anchor,pragmatic,logical,alpha,sim_internal_logical,sim_internal_pragmatic,pref_internal,sim_steered_logical,sim_steered_pragmatic,pref_steered
allowed,obligatory,A,Pets are allowed to accompany their owners in stores.,Pets are not obligated to accompany their owners in stores.,Pets are obligated to accompany their owners in stores.,20.0,0.9985033273696899,0.9980403184890747,0,0.9950526356697083,0.9960585832595825,1
allowed,obligatory,A,Teachers are allowed to offer extra credit opportunities.,Teachers are not obligated to offer extra credit opportunities.,Teachers are obligated to offer extra credit opportunities.,20.0,0.9992061853408813,0.9987398982048035,0,0.9966491460800171,0.9974606037139893,1
allowed,obligatory,A,Athletes are allowed to express their emotions after a game.,Athletes are not obligated to express their emotions after a game.,Athletes are obligated to express their emotions after a game.,20.0,0.998882532119751,0.998318076133728,0,0.9929572939872742,0.9945250749588013,1
allowed,obligatory,A,Participants are allowed to submit multiple entries into the contest.,Participants are not obligated to submit multiple entries into the contest.,Participants are obligated to submit multiple entries into the contest.,20.0,0.998479962348938,0.9985791444778442,1,0.9936892986297607,0.995673656463623,1
allowed,obligatory,A,Students are allowed to attend workshops on financial literacy.,Students are not obligated to attend workshops on financial literacy.,Students are obligated to attend workshops on financial literacy.,20.0,0.998874306678772,0.9986767768859863,0,0.9953691959381104,0.9967414140701294,1
allowed,obligatory,A,Employees are allowed to have flexible lunch hours.,Employees are not obligated to have flexible lunch hours.,Employees are obligated to have flexible lunch hours.,20.0,0.9992129802703857,0.9987607002258301,0,0.9966410398483276,0.9974591732025146,1
allowed,obligatory,A,Students are allowed to submit their assignments late.,Students are not obligated to submit their assignments late.,Students are obligated to submit their assignments late.,20.0,0.9990211725234985,0.9987868070602417,0,0.9962836503982544,0.9974368810653687,1
allowed,obligatory,A,Dogs are allowed to play in the park.,Dogs are not obligated to play in the park.,Dogs are obligated to play in the park.,20.0,0.9983288049697876,0.9978970885276794,0,0.9949763417243958,0.9961081743240356,1
allowed,obligatory,A,Employees are allowed to take a lunch break.,Employees are not obligated to take a lunch break.,Employees are obligated to take a lunch break.,20.0,0.9990856647491455,0.9985358715057373,0,0.9964380860328674,0.9971311688423157,1
allowed,obligatory,A,Visitors are allowed to take photos in the museum.,Visitors are not obligated to take photos in the museum.,Visitors are obligated to take photos in the museum.,20.0,0.9982173442840576,0.9981747269630432,0,0.9930962324142456,0.9949098825454712,1
allowed,obligatory,A,Children are allowed to stay up late on weekends.,Children are not obligated to stay up late on weekends.,Children are obligated to stay up late on weekends.,20.0,0.9989186525344849,0.9983352422714233,0,0.9956087470054626,0.9963407516479492,1
allowed,obligatory,A,Drivers are allowed to change lanes when necessary.,Drivers are not obligated to change lanes when necessary.,Drivers are obligated to change lanes when necessary.,20.0,0.9989485740661621,0.9986857175827026,0,0.9962584972381592,0.9973375797271729,1
allowed,obligatory,A,Members are allowed to bring a guest to the event.,Members are not obligated to bring a guest to the event.,Members are obligated to bring a guest to the event.,20.0,0.9984399080276489,0.9980019927024841,0,0.9936071038246155,0.9951202869415283,1
allowed,obligatory,A,Students are allowed to use calculators during the exam.,Students are not obligated to use calculators during the exam.,Students are obligated to use calculators during the exam.,20.0,0.9989566206932068,0.9985349774360657,0,0.9944151639938354,0.9957427978515625,1
allowed,obligatory,A,Tourists are allowed to explore the city on their own.,Tourists are not obligated to explore the city on their own.,Tourists are obligated to explore the city on their own.,20.0,0.9982142448425293,0.9978994131088257,0,0.9916242361068726,0.993683934211731,1
allowed,obligatory,A,Athletes are allowed to train at the gym after hours.,Athletes are not obligated to train at the gym after hours.,Athletes are obligated to train at the gym after hours.,20.0,0.9985300898551941,0.9980194568634033,0,0.9923765659332275,0.9942625164985657,1
allowed,obligatory,A,Parents are allowed to decide on their children's education.,Parents are not obligated to decide on their children's education.,Parents are obligated to decide on their children's education.,20.0,0.998993992805481,0.998491644859314,0,0.9943082928657532,0.9954643845558167,1
allowed,obligatory,A,Customers are allowed to return items within 30 days.,Customers are not obligated to return items within 30 days.,Customers are obligated to return items within 30 days.,20.0,0.9990552663803101,0.9983282089233398,0,0.9944977760314941,0.9953665733337402,1
allowed,obligatory,A,Writers are allowed to submit drafts for feedback.,Writers are not obligated to submit drafts for feedback.,Writers are obligated to submit drafts for feedback.,20.0,0.998863935470581,0.9985044002532959,0,0.9954413771629333,0.9966214299201965,1
allowed,obligatory,A,Patients are allowed to choose their preferred treatment.,Patients are not obligated to choose their preferred treatment.,Patients are obligated to choose their preferred treatment.,20.0,0.9990619421005249,0.9987779259681702,0,0.9965509176254272,0.9973453283309937,1
allowed,obligatory,A,Players are allowed to take breaks during the game.,Players are not obligated to take breaks during the game.,Players are obligated to take breaks during the game.,20.0,0.9989311099052429,0.9986894130706787,0,0.995367169380188,0.9968109130859375,1
allowed,obligatory,A,Guests are allowed to arrive at the party whenever they like.,Guests are not obligated to arrive at the party whenever they like.,Guests are obligated to arrive at the party whenever they like.,20.0,0.9984938502311707,0.9982882738113403,0,0.9908270835876465,0.9929267168045044,1
allowed,obligatory,A,Artists are allowed to showcase their work publicly.,Artists are not obligated to showcase their work publicly.,Artists are obligated to showcase their work publicly.,20.0,0.9987695217132568,0.9982206225395203,0,0.9953163266181946,0.996280312538147,1
allowed,obligatory,A,Participants are allowed to opt out of surveys.,Participants are not obligated to opt out of surveys.,Participants are obligated to opt out of surveys.,20.0,0.9989781379699707,0.9989520311355591,0,0.9961609840393066,0.9974053502082825,1
allowed,obligatory,A,Volunteers are allowed to choose their tasks.,Volunteers are not obligated to choose their tasks.,Volunteers are obligated to choose their tasks.,20.0,0.9991650581359863,0.9989669322967529,0,0.9967604875564575,0.997564971446991,1
allowed,obligatory,A,Attending the concert is allowed for all fans.,Attending the concert is not obligatory for all fans.,Attending the concert is obligatory for all fans.,20.0,0.9990078210830688,0.9987715482711792,0,0.9956953525543213,0.9970269799232483,1
allowed,obligatory,A,Using personal devices during the meeting is allowed.,Using personal devices during the meeting is not obligatory.,Using personal devices during the meeting is obligatory.,20.0,0.9997195601463318,0.9996192455291748,0,0.9973359107971191,0.9980268478393555,1
allowed,obligatory,A,Taking breaks during work hours is allowed.,Taking breaks during work hours is not obligatory.,Taking breaks during work hours is obligatory.,20.0,0.999750554561615,0.9996558427810669,0,0.9979560971260071,0.9986563324928284,1
allowed,obligatory,A,Wearing a helmet while cycling is allowed.,Wearing a helmet while cycling is not obligatory.,Wearing a helmet while cycling is obligatory.,20.0,0.9997757077217102,0.9996049404144287,0,0.9975174069404602,0.9982459545135498,1
allowed,obligatory,A,Participating in the community event is allowed.,Participating in the community event is not obligatory.,Participating in the community event is obligatory.,20.0,0.9997210502624512,0.9995526075363159,0,0.9966087937355042,0.9974279403686523,1
allowed,obligatory,A,Eating snacks during the movie is allowed.,Eating snacks during the movie is not obligatory.,Eating snacks during the movie is obligatory.,20.0,0.9996731877326965,0.9996294975280762,0,0.9972649812698364,0.9981614351272583,1
allowed,obligatory,A,Submitting the assignment on time is allowed.,Submitting the assignment on time is not obligatory.,Submitting the assignment on time is obligatory.,20.0,0.9997419714927673,0.9996585845947266,0,0.9979676008224487,0.9985857605934143,1
allowed,obligatory,A,Bringing your own lunch to work is allowed.,Bringing your own lunch to work is not obligatory.,Bringing your own lunch to work is obligatory.,20.0,0.9996839761734009,0.9996606111526489,0,0.9964569807052612,0.9975318908691406,1
allowed,obligatory,A,Using public transportation is allowed for commuting.,Using public transportation is not obligatory for commuting.,Using public transportation is obligatory for commuting.,20.0,0.9994889497756958,0.9993407726287842,0,0.9976867437362671,0.9985201358795166,1
allowed,obligatory,A,Reading books for leisure is allowed.,Reading books for leisure is not obligatory.,Reading books for leisure is obligatory.,20.0,0.9996563792228699,0.9994966983795166,0,0.9983828663825989,0.9988924860954285,1
allowed,obligatory,A,Attending yoga classes is allowed for wellness.,Attending yoga classes is not obligatory for wellness.,Attending yoga classes is obligatory for wellness.,20.0,0.9993115663528442,0.9989407658576965,0,0.9969837665557861,0.997726321220398,1
allowed,obligatory,A,Joining the gym is allowed for fitness.,Joining the gym is not obligatory for fitness.,Joining the gym is obligatory for fitness.,20.0,0.9993154406547546,0.9990017414093018,0,0.9969199895858765,0.997747004032135,1
allowed,obligatory,A,Watching educational videos is allowed for learning.,Watching educational videos is not obligatory for learning.,Watching educational videos is obligatory for learning.,20.0,0.9993221759796143,0.9990487694740295,0,0.9975172281265259,0.9983203411102295,1
allowed,obligatory,A,Planting flowers in the garden is allowed.,Planting flowers in the garden is not obligatory.,Planting flowers in the garden is obligatory.,20.0,0.9997163414955139,0.9995472431182861,0,0.9973584413528442,0.9981034398078918,1
allowed,obligatory,A,Volunteering at the shelter is allowed.,Volunteering at the shelter is not obligatory.,Volunteering at the shelter is obligatory.,20.0,0.9996379613876343,0.9995285272598267,0,0.9973382949829102,0.9981048107147217,1
allowed,obligatory,A,Taking part in team sports is allowed.,Taking part in team sports is not obligatory.,Taking part in team sports is obligatory.,20.0,0.9996945858001709,0.9995654821395874,0,0.9979618787765503,0.9986148476600647,1
allowed,obligatory,A,Reading the terms and conditions is allowed.,Reading the terms and conditions is not obligatory.,Reading the terms and conditions is obligatory.,20.0,0.9996833205223083,0.9995386600494385,0,0.9978954792022705,0.9984266757965088,1
allowed,obligatory,A,Carpooling to work is allowed.,Carpooling to work is not obligatory.,Carpooling to work is obligatory.,20.0,0.9997174739837646,0.9996281862258911,0,0.9974519610404968,0.9982732534408569,1
allowed,obligatory,A,Listening to podcasts is allowed for relaxation.,Listening to podcasts is not obligatory for relaxation.,Listening to podcasts is obligatory for relaxation.,20.0,0.9993313550949097,0.9990957975387573,0,0.9974944591522217,0.9983737468719482,1
allowed,obligatory,A,Maintaining a journal is allowed for self-reflection.,Maintaining a journal is not obligatory for self-reflection.,Maintaining a journal is obligatory for self-reflection.,20.0,0.9989228248596191,0.9985743761062622,0,0.9944911003112793,0.9959310293197632,1
casual,sloppy,A,His casual demeanor made everyone feel at ease.,His sloppy demeanor didn't make everyone feel at ease.,His sloppy demeanor made everyone feel at ease.,20.0,0.9992130994796753,0.9976499676704407,0,0.997057318687439,0.9970095157623291,0
casual,sloppy,A,They decided to have a casual date night at home.,They didn't decide to have a sloppy date night at home.,They decided to have a sloppy date night at home.,20.0,0.9994651079177856,0.9976159930229187,0,0.9952995181083679,0.9956406950950623,1
casual,sloppy,A,"The meeting had a casual atmosphere, encouraging open dialogue.","The meeting didn't have a sloppy atmosphere, discouraging open dialogue.","The meeting had a sloppy atmosphere, encouraging open dialogue.",20.0,0.9991777539253235,0.9974136352539062,0,0.995086669921875,0.9959264993667603,1
casual,sloppy,A,He prefers casual shoes for everyday wear.,He doesn't prefer sloppy shoes for everyday wear.,He prefers sloppy shoes for everyday wear.,20.0,0.9994192123413086,0.9985976219177246,0,0.9977548122406006,0.9981168508529663,1
casual,sloppy,A,Her casual attitude towards the project kept spirits high.,Her sloppy attitude towards the project didn't keep spirits high.,Her sloppy attitude towards the project kept spirits high.,20.0,0.999222993850708,0.9984221458435059,0,0.9960770606994629,0.9963735342025757,1
casual,sloppy,A,I love wearing casual clothes when I travel.,I don't love wearing sloppy clothes when I travel.,I love wearing sloppy clothes when I travel.,20.0,0.9995099306106567,0.998569130897522,0,0.9972879886627197,0.9977034330368042,1
casual,sloppy,A,Their casual invitation made me feel welcome.,Their sloppy invitation didn't make me feel welcome.,Their sloppy invitation made me feel welcome.,20.0,0.9992753863334656,0.9983305931091309,0,0.997685432434082,0.9978874325752258,1
casual,sloppy,A,She likes to keep her presentation style casual.,She doesn't like to keep her presentation style sloppy.,She likes to keep her presentation style sloppy.,20.0,0.9998223185539246,0.9988347887992859,0,0.9976802468299866,0.9978653192520142,1
casual,sloppy,A,His casual remarks often lighten the mood in the room.,His sloppy remarks don't often lighten the mood in the room.,His sloppy remarks often lighten the mood in the room.,20.0,0.9993212223052979,0.9979752898216248,0,0.9953795075416565,0.9956903457641602,1
casual,sloppy,A,They organized a casual gathering to celebrate.,They didn't organize a sloppy gathering to celebrate.,They organized a sloppy gathering to celebrate.,20.0,0.999364972114563,0.9982787370681763,0,0.9978350400924683,0.9982702732086182,1
casual,sloppy,A,The team adopted a casual dress code to boost morale.,The team didn't adopt a sloppy dress code to boost morale.,The team adopted a sloppy dress code to boost morale.,20.0,0.9994016885757446,0.9978681802749634,0,0.9956032037734985,0.9964660406112671,1
casual,sloppy,A,The movie night was a casual affair with friends.,The movie night wasn't a sloppy affair with friends.,The movie night was a sloppy affair with friends.,20.0,0.9994151592254639,0.9985929727554321,0,0.996386706829071,0.9970561861991882,1
casual,sloppy,A,He enjoys casual conversations over coffee.,He doesn't enjoy sloppy conversations over coffee.,He enjoys sloppy conversations over coffee.,20.0,0.9994825720787048,0.9985955357551575,0,0.998315155506134,0.9983614683151245,1
casual,sloppy,A,The festival had a casual vibe that attracted many visitors.,The festival didn't have a sloppy vibe that attracted many visitors.,The festival had a sloppy vibe that attracted many visitors.,20.0,0.9993788003921509,0.9979144334793091,0,0.995445966720581,0.9963631629943848,1
casual,sloppy,A,She opted for a casual hairstyle for the event.,She didn't opt for a sloppy hairstyle for the event.,She opted for a sloppy hairstyle for the event.,20.0,0.9996109008789062,0.9982253313064575,0,0.996644914150238,0.9972265362739563,1
casual,sloppy,A,The artist prefers to paint in a casual environment.,The artist doesn't prefer to paint in a sloppy environment.,The artist prefers to paint in a sloppy environment.,20.0,0.9997313022613525,0.9984579086303711,0,0.9968567490577698,0.9973366260528564,1
casual,sloppy,A,His casual approach to learning makes it enjoyable.,His sloppy approach to learning doesn't make it enjoyable.,His sloppy approach to learning makes it enjoyable.,20.0,0.9989256858825684,0.9979268312454224,0,0.9966615438461304,0.9968451857566833,1
casual,sloppy,A,She loves the casual feel of the beach on weekends.,She doesn't love the sloppy feel of the beach on weekends.,She loves the sloppy feel of the beach on weekends.,20.0,0.9988503456115723,0.9977702498435974,0,0.9947323799133301,0.995995283126831,1
casual,sloppy,A,They chose a casual restaurant for dinner.,They didn't choose a sloppy restaurant for dinner.,They chose a sloppy restaurant for dinner.,20.0,0.9994648098945618,0.9986189603805542,0,0.9978908896446228,0.9983034133911133,1
casual,sloppy,A,He wore a casual shirt to the family gathering.,He didn't wear a sloppy shirt to the family gathering.,He wore a sloppy shirt to the family gathering.,20.0,0.999569296836853,0.99858558177948,0,0.9966294765472412,0.9976105690002441,1
casual,sloppy,A,Her casual smile made everyone feel at home.,Her sloppy smile didn't make everyone feel at home.,Her sloppy smile made everyone feel at home.,20.0,0.9994688034057617,0.9980658292770386,0,0.9973956346511841,0.9976465702056885,1
casual,sloppy,A,The casual park outing was a great way to relax.,The sloppy park outing wasn't a great way to relax.,The sloppy park outing was a great way to relax.,20.0,0.9989464282989502,0.9974799156188965,0,0.9951508045196533,0.9950031042098999,0
casual,sloppy,A,He enjoys watching casual movies with friends.,He doesn't enjoy watching sloppy movies with friends.,He enjoys watching sloppy movies with friends.,20.0,0.9995498657226562,0.9983443021774292,0,0.9979418516159058,0.9978752732276917,0
casual,sloppy,A,The casual game night was a hit among the friends.,The sloppy game night wasn't a hit among the friends.,The sloppy game night was a hit among the friends.,20.0,0.9990842938423157,0.9979084730148315,0,0.9951250553131104,0.9952090382575989,1
casual,sloppy,A,She decorated her room in a casual style.,She didn't decorate her room in a sloppy style.,She decorated her room in a sloppy style.,20.0,0.9997336864471436,0.9985281229019165,0,0.9976522922515869,0.9983186721801758,1
casual,sloppy,A,They had a casual chat regarding the project.,They didn't have a sloppy chat regarding the project.,They had a sloppy chat regarding the project.,20.0,0.9993734955787659,0.9985567927360535,0,0.9971381425857544,0.9979419708251953,1
